NaN,가수,작사,작곡,편곡
47,방탄소년단,방시혁,Pdogg,NaN
48,김동률,김동률,김동률,황성제
49,방탄소년단,Pdogg,Pdogg,NaN
50,Camila Cabello,NaN,NaN,NaN
1,GOT7 ,진리,영광의얼굴들,영광의얼굴들
2,선미,선미,선미,FRANTS
3,로이킴,로이킴,로이킴,권영찬
4,숀,이지혜,숀,숀
5,방탄소년단,Pdogg,Pdogg,NaN
6,GOT7 ,진영 ,Distract,Ludwig Lindell
7,폴킴,어깨깡패,어깨깡패,어깨깡패
8,GOT7 ,JB ,JB ,미러보이
9,GOT7 ,JB ,JB ,미러보이
10,뉴이스트 W,백호 ,BUMZU,BUMZU
11,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
12,GOT7 ,유겸 ,유겸 ,EFFN
13,GOT7 ,미러보이,JB ,미러보이
14,JB ,JB ,JB ,RoseInPeace
15,BLACKPINK,TEDDY,TEDDY,TEDDY
16,벤,VIP,VIP,VIP
17,Red Velvet ,Kenzie,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
18,진영 ,진영 ,Distract,Tobias Karlsson
19,뉴이스트 W,텐조,텐조,LOOGONE
20,마크 ,마크 ,마크 ,잭슨
21,유겸 ,유겸 ,EFFN,EFFN
22,잭슨,잭슨,잭슨,잭슨
23,영재 ,영재 ,영재 ,Lavin
24,뉴이스트 W,백호 ,BUMZU,BUMZU
25,뱀뱀 ,뱀뱀 ,FRANTS,FRANTS
26,임창정,임창정,임창정,임창정
27,뉴이스트 W,백호 ,BUMZU,Royal Dive
28,뉴이스트 W,백호 ,BUMZU,BUMZU
29,뉴이스트 W,백호 ,BUMZU,Royal Dive
30,뉴이스트 W,백호 ,BUMZU,박기태 
31,볼빨간사춘기,안지영,안지영,바닐라맨
32,GOT7 ,JB ,심은지,Albin Nordqvist
33,로이킴,강화성,NaN,NaN
34,뉴이스트,손주영,손주영,현재욱
35,마마무,김도훈,김도훈,김도훈
36,뉴이스트 W,JR ,BUMZU,Royal Dive
37,닐로,닐로,닐로,리베 피아노
38,iKON,B.I,B.I,MILLENNIUM
39,에이핑크,블랙아이드필승,블랙아이드필승,Rado
40,지코,지코,지코,지코
41,방탄소년단,Pdogg,Pdogg,NaN
42,방탄소년단,Pdogg,Pdogg,NaN
43,승리,TEDDY,TEDDY,24
44,아이들,소연아이들,소연아이들,빅싼초
45,소녀시대-Oh!GG,ODAL?PARK,Lance Shipp,LIONCHLD
46,멜로망스,신영웅,신영웅,동환
47,방탄소년단,Jordan?“DJ?Swivel”?Young,Jordan?“DJ?Swivel”?Young,NaN
48,방탄소년단,Steve Aoki,Steve Aoki,NaN
49,BLACKPINK,TEDDY,TEDDY,TEDDY
50,SHINee ,조윤경,Chaz Mishan,The Fliptones
1,임창정,임창정,임창정,임창정
2,GOT7 ,진리,영광의얼굴들,영광의얼굴들
3,선미,선미,선미,FRANTS
4,로이킴,로이킴,로이킴,권영찬
5,숀,이지혜,숀,숀
6,GOT7 ,진영 ,Distract,Ludwig Lindell
7,GOT7 ,미러보이,JB ,미러보이
8,방탄소년단,Pdogg,Pdogg,NaN
9,GOT7 ,JB ,JB ,미러보이
10,GOT7 ,JB ,JB ,미러보이
11,JB ,JB ,JB ,RoseInPeace
12,폴킴,어깨깡패,어깨깡패,어깨깡패
13,GOT7 ,유겸 ,유겸 ,EFFN
14,벤,VIP,VIP,VIP
15,진영 ,진영 ,Distract,Tobias Karlsson
16,유겸 ,유겸 ,EFFN,EFFN
17,마크 ,마크 ,마크 ,잭슨
18,잭슨,잭슨,잭슨,잭슨
19,영재 ,영재 ,영재 ,Lavin
20,뱀뱀 ,뱀뱀 ,FRANTS,FRANTS
21,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
22,BLACKPINK,TEDDY,TEDDY,TEDDY
23,Red Velvet ,Kenzie,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
24,GOT7 ,JB ,심은지,Albin Nordqvist
25,뉴이스트 W,백호 ,BUMZU,BUMZU
26,뉴이스트 W,텐조,텐조,LOOGONE
27,볼빨간사춘기,안지영,안지영,바닐라맨
28,뉴이스트 W,백호 ,BUMZU,BUMZU
29,iKON,B.I,B.I,MILLENNIUM
30,로이킴,강화성,NaN,NaN
31,닐로,닐로,닐로,리베 피아노
32,뉴이스트 W,백호 ,BUMZU,Royal Dive
33,마마무,김도훈,김도훈,김도훈
34,방탄소년단,Pdogg,Pdogg,NaN
35,뉴이스트 W,백호 ,BUMZU,BUMZU
36,에이핑크,블랙아이드필승,블랙아이드필승,Rado
37,뉴이스트 W,백호 ,BUMZU,Royal Dive
38,뉴이스트 W,백호 ,BUMZU,박기태 
39,방탄소년단,Pdogg,Pdogg,NaN
40,승리,TEDDY,TEDDY,24
41,지코,지코,지코,지코
42,뉴이스트,손주영,손주영,현재욱
43,뉴이스트 W,JR ,BUMZU,Royal Dive
44,아이들,소연아이들,소연아이들,빅싼초
45,모모랜드,신사동 호랭이,신사동 호랭이,신사동 호랭이
46,아이유,아이유,제휘,제휘
47,방탄소년단,Steve Aoki,Steve Aoki,NaN
48,멜로망스,신영웅,신영웅,동환
49,기리보이,기리보이,기리보이,기리보이
50,방탄소년단,Jordan?“DJ?Swivel”?Young,Jordan?“DJ?Swivel”?Young,NaN
1,임창정,임창정,임창정,임창정
2,GOT7 ,진리,영광의얼굴들,영광의얼굴들
3,로이킴,로이킴,로이킴,권영찬
4,선미,선미,선미,FRANTS
5,숀,이지혜,숀,숀
6,GOT7 ,진영 ,Distract,Ludwig Lindell
7,GOT7 ,미러보이,JB ,미러보이
8,폴킴,어깨깡패,어깨깡패,어깨깡패
9,벤,VIP,VIP,VIP
10,GOT7 ,JB ,JB ,미러보이
11,JB ,JB ,JB ,RoseInPeace
12,GOT7 ,JB ,JB ,미러보이
13,GOT7 ,유겸 ,유겸 ,EFFN
14,진영 ,진영 ,Distract,Tobias Karlsson
15,방탄소년단,Pdogg,Pdogg,NaN
16,유겸 ,유겸 ,EFFN,EFFN
17,마크 ,마크 ,마크 ,잭슨
18,영재 ,영재 ,영재 ,Lavin
19,잭슨,잭슨,잭슨,잭슨
20,뱀뱀 ,뱀뱀 ,FRANTS,FRANTS
21,iKON,B.I,B.I,FUTURE BOUNCE
22,뉴이스트 W,백호 ,BUMZU,BUMZU
23,GOT7 ,JB ,심은지,Albin Nordqvist
24,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
25,BLACKPINK,TEDDY,TEDDY,TEDDY
26,황치열,남혜승,남혜승,남혜승
27,뉴이스트 W,텐조,텐조,LOOGONE
28,로이킴,강화성,NaN,NaN
29,뉴이스트 W,백호 ,BUMZU,BUMZU
30,Red Velvet ,Kenzie,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
31,iKON,B.I,B.I,MILLENNIUM
32,뉴이스트,손주영,손주영,현재욱
33,볼빨간사춘기,안지영,안지영,바닐라맨
34,뉴이스트 W,백호 ,BUMZU,Royal Dive
35,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
36,닐로,닐로,닐로,리베 피아노
37,뉴이스트 W,백호 ,BUMZU,BUMZU
38,뉴이스트 W,JR ,BUMZU,Royal Dive
39,뉴이스트 W,백호 ,BUMZU,Royal Dive
40,뉴이스트 W,백호 ,BUMZU,키시
41,방탄소년단,Pdogg,Pdogg,NaN
42,에이핑크,블랙아이드필승,블랙아이드필승,Rado
43,멜로망스,남혜승,남혜승,동환
44,황치열,황치열,이래언,이래언
45,뉴이스트 W,백호 ,BUMZU,박기태 
46,마마무,김도훈,김도훈,김도훈
47,승리,TEDDY,TEDDY,24
48,방탄소년단,Pdogg,Pdogg,NaN
49,아이유,아이유,제휘,제휘
50,바이브,류재현,류재현,류재현
1,아이유,아이유,이종훈,이채규
2,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
3,임창정,임창정,임창정,임창정
4,GOT7 ,진리,영광의얼굴들,영광의얼굴들
5,숀,이지혜,숀,숀
6,로이킴,로이킴,로이킴,권영찬
7,로꼬,로꼬,Apro,Apro
8,선미,선미,선미,FRANTS
9,벤,VIP,VIP,VIP
10,폴킴,어깨깡패,어깨깡패,어깨깡패
11,GOT7 ,진영 ,Distract,Ludwig Lindell
12,GOT7 ,미러보이,JB ,미러보이
13,"쿠기, 수퍼비, D.Ark",창모,창모,창모
14,방탄소년단,Pdogg,Pdogg,NaN
15,JB ,JB ,JB ,RoseInPeace
16,GOT7 ,JB ,JB ,미러보이
17,GOT7 ,JB ,JB ,미러보이
18,GOT7 ,유겸 ,유겸 ,EFFN
19,유겸 ,유겸 ,EFFN,EFFN
20,진영 ,진영 ,Distract,Tobias Karlsson
21,마크 ,마크 ,마크 ,잭슨
22,영재 ,영재 ,영재 ,Lavin
23,잭슨,잭슨,잭슨,잭슨
24,뱀뱀 ,뱀뱀 ,FRANTS,FRANTS
25,뉴이스트 W,백호 ,BUMZU,BUMZU
26,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
27,BLACKPINK,TEDDY,TEDDY,TEDDY
28,iKON,B.I,B.I,FUTURE BOUNCE
29,로이킴,강화성,NaN,NaN
30,뉴이스트 W,텐조,텐조,LOOGONE
31,바이브,류재현,류재현,류재현
32,GOT7 ,JB ,심은지,Albin Nordqvist
33,뉴이스트 W,백호 ,BUMZU,BUMZU
34,iKON,B.I,B.I,MILLENNIUM
35,황치열,남혜승,남혜승,남혜승
36,Red Velvet ,Kenzie,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
37,볼빨간사춘기,안지영,안지영,바닐라맨
38,뉴이스트,손주영,손주영,현재욱
39,닐로,닐로,닐로,리베 피아노
40,아이유,아이유,제휘,제휘
41,뉴이스트 W,백호 ,BUMZU,키시
42,방탄소년단,Pdogg,Pdogg,NaN
43,뉴이스트 W,백호 ,BUMZU,Royal Dive
44,멜로망스,남혜승,남혜승,동환
45,황치열,황치열,이래언,이래언
46,뉴이스트 W,JR ,BUMZU,Royal Dive
47,뉴이스트 W,백호 ,BUMZU,BUMZU
48,뉴이스트 W,백호 ,BUMZU,Royal Dive
49,NCT 127,쿠기,Mike Daley,Mike Daley
50,에이핑크,블랙아이드필승,블랙아이드필승,Rado
1,아이유,아이유,이종훈,이채규
2,Zion.T,Zion.T,Zion.T,PEEJAY
3,임창정,임창정,임창정,임창정
4,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
5,NCT 127,쿠기,Mike Daley,Mike Daley
6,폴킴,어깨깡패,어깨깡패,어깨깡패
7,숀,이지혜,숀,숀
8,로이킴,로이킴,로이킴,권영찬
9,로꼬,로꼬,Apro,Apro
10,벤,VIP,VIP,VIP
11,선미,선미,선미,FRANTS
12,NCT 127,황현,Andreas Oberg,Simon Petren
13,방탄소년단,Pdogg,Pdogg,NaN
14,바이브,류재현,류재현,류재현
15,NCT 127,Zaya,MZMC,MZMC
16,NCT 127,방혜현,LDN Noise,LDN Noise
17,GOT7 ,진리,영광의얼굴들,영광의얼굴들
18,NCT 127,제이큐,Jonathan Yip,The Stereotypes
19,NCT 127,강은정,Jenna Andrews,Dillon Pace
20,NCT 127,봉은영,Mike Daley,Mike Daley
21,양다일,정키,정키,Humbert
22,NCT 127,태용 ,김동현,250
23,"쿠기, 수퍼비, D.Ark",창모,창모,창모
24,NCT 127,Wilbart 'Vedo' McCoy III,Mike Daley,Mike Daley
25,NCT 127,Double Dragon,Donald 'haZEL' Sales,Double Dragon
26,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
27,뉴이스트 W,백호 ,BUMZU,BUMZU
28,BLACKPINK,TEDDY,TEDDY,TEDDY
29,iKON,B.I,B.I,FUTURE BOUNCE
30,로이킴,강화성,NaN,NaN
31,뉴이스트 W,텐조,텐조,LOOGONE
32,NCT 127,김경민,Hitchhiker,NaN
33,pH-1,pH-1,코드쿤스트,코드쿤스트
34,iKON,B.I,B.I,MILLENNIUM
35,볼빨간사춘기,안지영,안지영,바닐라맨
36,아이유,아이유,제휘,제휘
37,뉴이스트 W,백호 ,BUMZU,BUMZU
38,황치열,남혜승,남혜승,남혜승
39,Red Velvet ,Kenzie,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
40,닐로,닐로,닐로,리베 피아노
41,방탄소년단,Pdogg,Pdogg,NaN
42,뉴이스트 W,백호 ,BUMZU,키시
43,뉴이스트,손주영,손주영,현재욱
44,GOT7 ,진영 ,Distract,Ludwig Lindell
45,루피,루피,코드쿤스트,코드쿤스트
46,첸 ,마티,박근철,정수민
47,황치열,황치열,이래언,이래언
48,멜로망스,남혜승,남혜승,동환
49,GOT7 ,미러보이,JB ,미러보이
50,뉴이스트 W,백호 ,BUMZU,Royal Dive
1,아이유,아이유,이종훈,이채규
2,임창정,임창정,임창정,임창정
3,루피,루피,코드쿤스트,코드쿤스트
4,Zion.T,Zion.T,Zion.T,PEEJAY
5,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
6,바이브,류재현,류재현,류재현
7,폴킴,어깨깡패,어깨깡패,어깨깡패
8,NCT 127,쿠기,Mike Daley,Mike Daley
9,숀,이지혜,숀,숀
10,벤,VIP,VIP,VIP
11,로이킴,로이킴,로이킴,권영찬
12,로꼬,로꼬,Apro,Apro
13,NCT 127,황현,Andreas Oberg,Simon Petren
14,선미,선미,선미,FRANTS
15,방탄소년단,Pdogg,Pdogg,NaN
16,NCT 127,Zaya,MZMC,MZMC
17,양다일,정키,정키,Humbert
18,NCT 127,강은정,Jenna Andrews,Dillon Pace
19,NCT 127,제이큐,Jonathan Yip,The Stereotypes
20,NCT 127,방혜현,LDN Noise,LDN Noise
21,아이유,아이유,제휘,제휘
22,NCT 127,봉은영,Mike Daley,Mike Daley
23,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
24,NCT 127,태용 ,김동현,250
25,NCT 127,Wilbart 'Vedo' McCoy III,Mike Daley,Mike Daley
26,로이킴,강화성,NaN,NaN
27,BLACKPINK,TEDDY,TEDDY,TEDDY
28,NCT 127,Double Dragon,Donald 'haZEL' Sales,Double Dragon
29,뉴이스트 W,백호 ,BUMZU,BUMZU
30,닐로,닐로,닐로,리베 피아노
31,뉴이스트 W,텐조,텐조,LOOGONE
32,볼빨간사춘기,안지영,안지영,바닐라맨
33,iKON,B.I,B.I,FUTURE BOUNCE
34,몬스타엑스,서지음,Daniel Kim,Stereo14
35,iKON,B.I,B.I,MILLENNIUM
36,"쿠기, 수퍼비, D.Ark",창모,창모,창모
37,케이윌,하나,진민호,진민호
38,황치열,남혜승,남혜승,남혜승
39,NCT 127,김경민,Hitchhiker,NaN
40,뉴이스트 W,백호 ,BUMZU,BUMZU
41,나플라,나플라 ,기리보이,기리보이
42,Red Velvet ,Kenzie,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
43,황치열,황치열,이래언,이래언
44,방탄소년단,Pdogg,Pdogg,NaN
45,첸 ,마티,박근철,정수민
46,뉴이스트 W,백호 ,BUMZU,키시
47,뉴이스트,손주영,손주영,현재욱
48,황치열,한길,한길,한길
49,pH-1,pH-1,코드쿤스트,코드쿤스트
50,멜로망스,남혜승,남혜승,동환
1,EXO,제이큐,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
2,TWICE,심은지,David Amber,David Amber
3,폴킴,폴킴,폴킴,조셉 케이
4,아이유,아이유,이종훈,이채규
5,바이브,류재현,류재현,류재현
6,EXO,황유빈,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
7,임창정,임창정,임창정,임창정
8,EXO,Kenzie,"Harvey Mason, Jr",The?Wavys
9,EXO,찬열 ,LDN Noise,LDN Noise
10,폴킴,어깨깡패,어깨깡패,어깨깡패
11,EXO,찬열 ,Sons?Of?Sonix,Sons?Of?Sonix
12,EXO,제이큐,"Harvey Mason, Jr","Harvey Mason, Jr"
13,EXO,서지음,Mike Daley,Mike Daley
14,EXO,제이큐,Brian Kennedy,Brian Kennedy
15,EXO,조윤경,Kevin?White,Rice n' Peas
16,EXO,신진혜,LDN Noise,LDN Noise
17,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
18,Zion.T,Zion.T,Zion.T,PEEJAY
19,벤,VIP,VIP,VIP
20,IZ*ONE,MosPick,MosPick,MosPick
21,숀,이지혜,숀,숀
22,SUPERBEE,수퍼비,Truthislonely,Truthislonely
23,양다일,정키,정키,Humbert
24,EXO,Arys Chien,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
25,로이킴,로이킴,로이킴,권영찬
26,루피,루피,코드쿤스트,코드쿤스트
27,루피,루피,코드쿤스트,코드쿤스트
28,아이유,아이유,제휘,제휘
29,케이윌,하나,진민호,진민호
30,방탄소년단,Pdogg,Pdogg,NaN
31,EXO,윤사라,신혁,신혁
32,선미,선미,선미,FRANTS
33,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
34,로꼬,로꼬,Apro,Apro
35,뉴이스트 W,백호 ,BUMZU,BUMZU
36,로이킴,강화성,NaN,NaN
37,닐로,닐로,닐로,리베 피아노
38,BLACKPINK,TEDDY,TEDDY,TEDDY
39,뉴이스트 W,텐조,텐조,LOOGONE
40,Queen,Freddie Mercury,Freddie Mercury,NaN
41,몬스타엑스,서지음,Daniel Kim,Stereo14
42,폴킴,조셉 케이,NaN,NaN
43,볼빨간사춘기,안지영,안지영,바닐라맨
44,NCT 127,쿠기,Mike Daley,Mike Daley
45,황치열,황치열,이래언,이래언
46,황치열,남혜승,남혜승,남혜승
47,iKON,B.I,B.I,MILLENNIUM
48,뉴이스트 W,백호 ,BUMZU,BUMZU
49,황치열,한길,한길,한길
50,다비치,하나,김영성,김영성
1,제니 ,TEDDY,TEDDY,24
2,TWICE,심은지,David Amber,David Amber
3,EXO,제이큐,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
4,폴킴,폴킴,폴킴,조셉 케이
5,아이유,아이유,이종훈,이채규
6,비투비,임현식,임현식,임현식
7,바이브,류재현,류재현,류재현
8,EXO,Kenzie,"Harvey Mason, Jr",The?Wavys
9,EXO,황유빈,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
10,폴킴,어깨깡패,어깨깡패,어깨깡패
11,EXO,찬열 ,LDN Noise,LDN Noise
12,EXO,찬열 ,Sons?Of?Sonix,Sons?Of?Sonix
13,임창정,임창정,임창정,임창정
14,EXO,서지음,Mike Daley,Mike Daley
15,EXO,제이큐,Brian Kennedy,Brian Kennedy
16,EXO,제이큐,"Harvey Mason, Jr","Harvey Mason, Jr"
17,EXO,조윤경,Kevin?White,Rice n' Peas
18,EXO,신진혜,LDN Noise,LDN Noise
19,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
20,IZ*ONE,MosPick,MosPick,MosPick
21,벤,VIP,VIP,VIP
22,숀,이지혜,숀,숀
23,Zion.T,Zion.T,Zion.T,PEEJAY
24,마미손,매드 클라운,매드 클라운,Ye-Yo!
25,EXO,Arys Chien,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
26,Queen,Freddie Mercury,Freddie Mercury,NaN
27,양다일,정키,정키,Humbert
28,케이윌,하나,진민호,진민호
29,EXO,윤사라,신혁,신혁
30,뉴이스트 W,백호 ,BUMZU,BUMZU
31,로이킴,로이킴,로이킴,권영찬
32,뉴이스트 W,텐조,텐조,LOOGONE
33,방탄소년단,Pdogg,Pdogg,NaN
34,아이유,아이유,제휘,제휘
35,루피,루피,코드쿤스트,코드쿤스트
36,아이들,라이엇 게임즈 뮤직 팀,라이엇 게임즈 뮤직 팀,라이엇 게임즈 뮤직 팀
37,SUPERBEE,수퍼비,Truthislonely,Truthislonely
38,뉴이스트 W,백호 ,BUMZU,BUMZU
39,TWICE,휘성,Anne Judith Stokke Wik,Jonatan?Gusmark?&?Ludvig?Evers?a.k.a?Moonshine
40,선미,선미,선미,FRANTS
41,뉴이스트,손주영,손주영,현재욱
42,뉴이스트 W,백호 ,BUMZU,키시
43,BLACKPINK,TEDDY,TEDDY,TEDDY
44,Queen,Freddie Mercury,Freddie Mercury,Freddie Mercury
45,닐로,닐로,닐로,리베 피아노
46,다이나믹 듀오,개코,개코,Padi
47,로이킴,강화성,NaN,NaN
48,로꼬,로꼬,Apro,Apro
49,비투비,정일훈,정일훈,일
50,황치열,황치열,이래언,이래언
1,Wanna One,iHwak,iHwak,Flow Blow
2,제니 ,TEDDY,TEDDY,24
3,TWICE,심은지,David Amber,David Amber
4,Wanna One,정호현,정호현,정호현
5,EXO,제이큐,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
6,Wanna One,별들의 전쟁,별들의 전쟁,별들의 전쟁
7,Wanna One,하성운,하성운,O.R.O.
8,Wanna One,13,13,13
9,Wanna One,iHwak,Christian Fast,Royal Dive
10,Wanna One,박정욱,박정욱,박정욱
11,Wanna One,별들의 전쟁,별들의 전쟁,별들의 전쟁
12,Wanna One,정호현,정호현,정호현
13,Wanna One,텐조,텐조,우직
14,폴킴,폴킴,폴킴,조셉 케이
15,비투비,임현식,임현식,임현식
16,아이유,아이유,이종훈,이채규
17,Wanna One,우석,Flow Blow,Flow Blow
18,Wanna One,텐조,텐조,우직
19,Wanna One,별들의 전쟁,별들의 전쟁,로빈
20,Wanna One,로이도,Wonderkid,Shaun Kim
21,Wanna One,iHwak,iHwak,로열다이브
22,바이브,류재현,류재현,류재현
23,폴킴,어깨깡패,어깨깡패,어깨깡패
24,EXO,Kenzie,"Harvey Mason, Jr",The?Wavys
25,EXO,황유빈,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
26,EXO,찬열 ,LDN Noise,LDN Noise
27,EXO,찬열 ,Sons?Of?Sonix,Sons?Of?Sonix
28,EXO,제이큐,Brian Kennedy,Brian Kennedy
29,EXO,서지음,Mike Daley,Mike Daley
30,임창정,임창정,임창정,임창정
31,EXO,제이큐,"Harvey Mason, Jr","Harvey Mason, Jr"
32,EXO,조윤경,Kevin?White,Rice n' Peas
33,뉴이스트 W,백호 ,BUMZU,BUMZU
34,EXO,신진혜,LDN Noise,LDN Noise
35,뉴이스트 W,텐조,텐조,LOOGONE
36,Queen,Freddie Mercury,Freddie Mercury,NaN
37,뉴이스트 W,백호 ,BUMZU,BUMZU
38,뉴이스트,손주영,손주영,현재욱
39,벤,VIP,VIP,VIP
40,숀,이지혜,숀,숀
41,뉴이스트 W,백호 ,BUMZU,키시
42,pH-1,팔로알토 ,코드쿤스트,코드쿤스트
43,케이윌,하나,진민호,진민호
44,뉴이스트 W,백호 ,BUMZU,박기태 
45,EXO,Arys Chien,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
46,IZ*ONE,MosPick,MosPick,MosPick
47,양다일,정키,정키,Humbert
48,EXO,윤사라,신혁,신혁
49,Zion.T,Zion.T,Zion.T,PEEJAY
50,아이유,아이유,제휘,제휘
1,뉴이스트 W,백호 ,BUMZU,BUMZU
2,뉴이스트 W,백호 ,BUMZU,BUMZU
3,뉴이스트 W,백호 ,BUMZU,박슬기
4,뉴이스트 W,Aron ,BUMZU,Daehan
5,뉴이스트 W,백호 ,BUMZU,박기태 
6,Wanna One,iHwak,iHwak,Flow Blow
7,뉴이스트 W,렌 ,BUMZU,박기태 
8,뉴이스트 W,JR ,BUMZU,BUMZU
9,뉴이스트 W,JR ,BUMZU,Royal Dive
10,Wanna One,별들의 전쟁,별들의 전쟁,별들의 전쟁
11,Wanna One,정호현,정호현,정호현
12,Wanna One,하성운,하성운,O.R.O.
13,Wanna One,박정욱,박정욱,박정욱
14,Wanna One,iHwak,Christian Fast,Royal Dive
15,Wanna One,13,13,13
16,Wanna One,별들의 전쟁,별들의 전쟁,별들의 전쟁
17,Wanna One,텐조,텐조,우직
18,Wanna One,정호현,정호현,정호현
19,Wanna One,텐조,텐조,우직
20,Wanna One,우석,Flow Blow,Flow Blow
21,제니 ,TEDDY,TEDDY,24
22,TWICE,심은지,David Amber,David Amber
23,Wanna One,로이도,Wonderkid,Shaun Kim
24,Wanna One,별들의 전쟁,별들의 전쟁,로빈
25,Wanna One,iHwak,iHwak,로열다이브
26,EXO,제이큐,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
27,MINO ,MINO ,MINO ,FUTURE BOUNCE
28,폴킴,폴킴,폴킴,조셉 케이
29,아이유,아이유,이종훈,이채규
30,Queen,Freddie Mercury,Freddie Mercury,NaN
31,폴킴,어깨깡패,어깨깡패,어깨깡패
32,비투비,임현식,임현식,임현식
33,바이브,류재현,류재현,류재현
34,EXO,Kenzie,"Harvey Mason, Jr",The?Wavys
35,EXO,황유빈,Jamil 'Digi' Chammas,Jamil 'Digi' Chammas
36,EXO,찬열 ,LDN Noise,LDN Noise
37,EXO,찬열 ,Sons?Of?Sonix,Sons?Of?Sonix
38,임창정,임창정,임창정,임창정
39,EXO,제이큐,Brian Kennedy,Brian Kennedy
40,EXO,서지음,Mike Daley,Mike Daley
41,EXO,조윤경,Kevin?White,Rice n' Peas
42,EXO,제이큐,"Harvey Mason, Jr","Harvey Mason, Jr"
43,EXO,신진혜,LDN Noise,LDN Noise
44,Queen,Freddie Mercury,Freddie Mercury,Freddie Mercury
45,벤,VIP,VIP,VIP
46,숀,이지혜,숀,숀
